BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,PCA1,PCA2
-1.3343484103192778,-0.270074647446021,-0.1231037960443646,-0.995909253246642,0.3820986451320859,-0.9379947986555738,-0.7610179373777459,-0.7403422625095492,-0.6844128743362274,-0.7312938672949546,-0.8170308996573783,-0.5930254224527903,-1.4479051026428371,-1.2939717056469755,-0.8206472708965854,-0.5695632340872907,0.3419178740072067,-1,-0.2326640148285058,-2.935788681785058
0.9528183572398408,0.1162607206073588,-1.6860755437534134,-0.995909253246642,-1.0959678868490417,1.5183169376454684,-1.317060841189242,-0.7403422625095492,-0.9680076950988256,0.6816943117295858,0.768575513621902,-1.389871305060794,0.9173441712611106,1.296745535359385,0.8873609364764466,0.367302366258926,0.3419178740072067,0,-3.517401449017415,0.9943169153134399
0.8212401885478958,0.4846203801045047,0.5896272151204756,1.0492670896401906,-1.0959678868490417,-0.9379947986555738,1.183212638729599,2.441042551508781,-0.9680076950988256,-0.7312938672949546,-0.8170308996573783,0.4705387373838726,1.001230201377881,-0.3270935975788749,0.43748987575644,-0.5695632340872907,0.3419178740072067,-1,1.4055039059843348,1.2343135499888471
0.2333112244040623,0.4846203801045047,-0.716780063662946,-0.1248024369376784,-1.0959678868490417,-0.9379947986555738,-1.0283373268263398,-0.3729662088812255,-0.9680076950988256,-0.7312938672949546,-0.8170308996573783,-0.8871175287124959,-1.226398556114323,-0.2526148601638017,-0.350894060784546,-0.5695632340872907,0.3419178740072067,-1,-1.1615537409574177,-1.4750459878478548
0.6519636054817393,0.4846203801045047,0.7758614904793809,-0.995909253246642,1.2322294970628271,-0.9379947986555738,0.5255554109435123,-0.7403422625095492,0.6601409974835841,-0.7312938672949546,-0.8170308996573783,0.2038204601552135,-0.7336771492557843,0.3709404204700712,1.5662143102639712,-0.5695632340872907,0.3419178740072067,1,1.1268498078110958,0.36506346744035073
0.0936663987596915,0.4846203801045047,1.3473972405327304,1.6988826861860291,1.018582458308014,-0.9379947986555738,1.183212638729599,2.441042551508781,1.4878525799455715,-0.7312938672949546,-0.8170308996573783,1.637896855497704,1.7159261401191328,1.673463019913816,-0.5280130416399053,2.6665163356086232,0.3419178740072067,-1,4.604430685273471,1.8106558570588274
0.6559745212529353,0.4846203801045047,0.3941402965510637,-0.995909253246642,0.8712445194902496,-0.9379947986555738,1.183212638729599,-0.7403422625095492,1.4878525799455715,-0.7312938672949546,-0.8170308996573783,0.4705387373838726,-0.4357469378624484,-0.2516892874273315,0.2993807812513913,-0.5695632340872907,0.3419178740072067,1,1.590328409866961,-0.1389361033308076
0.3471351815172682,0.4846203801045047,0.6265870135732841,1.0013687314223736,0.6198309208049312,-0.9379947986555738,-0.2793544903536636,-0.3729662088812255,-0.1773972754442291,-0.7312938672949546,-0.8170308996573783,-0.090271646104492,0.9173441712611106,-0.2400971582949668,-0.1479379923248656,-0.5695632340872907,0.3419178740072067,1,0.9811762406278114,0.08795627621423886
-0.6505165763041768,-1.5569488345940534,0.7623469254890123,1.2044904658999247,-1.0959678868490417,-0.9379947986555738,-0.7610179373777459,-0.0328250791548827,-0.9680076950988256,-0.7312938672949546,-0.8170308996573783,-0.3843637523641975,1.4669098425396958,0.212572437847319,-1.0954808254165198,-0.5695632340872907,0.3419178740072067,-1,0.33484489568212755,-1.1559643868418712
0.474783728870271,0.4846203801045047,0.6490870591278592,-0.995909253246642,1.1123418251543105,-0.9379947986555738,1.183212638729599,-0.7403422625095492,1.4878525799455715,-0.7312938672949546,-0.8170308996573783,0.4705387373838726,-1.226398556114323,0.1501653119252836,1.4801366126877704,-0.5695632340872907,0.3419178740072067,1,1.640622926453696,0.21022117183807557
0.0966246856314505,-0.270074647446021,0.8143554133182064,1.2512305458698678,-1.0959678868490417,-0.9379947986555738,-0.5121525631015736,0.2838348897709574,-0.9680076950988256,-0.7312938672949546,-0.8170308996573783,0.0215369835536489,-0.6056228050998467,-0.2186946534050118,-0.7298456957122169,-0.5695632340872907,0.3419178740072067,-1,0.42717647191692476,-0.8228020375118171
0.5589102707204393,0.4846203801045047,1.0771572254500736,1.4098426131377,1.0320851001364928,-0.9379947986555738,1.183212638729599,0.2838348897709574,1.3370620376226614,-0.7312938672949546,-0.8170308996573783,1.0006663427632172,-0.1127664334596701,-0.3463915518889983,0.2307333471904029,0.4722216966888302,0.3419178740072067,1,2.9804689624514786,0.6878623268979907
